TICK,PSI_PRECURSOR_DIFF
1,-151594
2,-2364466390299405214
3,-1651495225593741922498051821267931364959537818202390163594674
4,-27405075673366262276951194468980272711326662956956051842939213740981701577373758334295975377941648082184433024715662625915187931108789039468006024768344117539080347843499363447857003896934
5,-1065491517305329394566364943416841275257538796998935837459277557361246191791048072789731914765860049629518028397400114318731064840724172025941021666700881039666088032279658217158399557820558023086176495220097579480132191909676800551253305113091445069604977782157693722711525322989098266238946184853845531462917975864414880278159192424077967223671755325423610640188424892591540275897996768930061889616522587271268287813611004297290055827840711511621360615015961290854038998395270671338313980643227648301780750688335774480522146684248781352272099867976916347838053274
6,-7371537086210741029823601521857166835063321839294371403633548552270104621131474284971887541935471312262073644212295364065690608054945628137093372875358349520353869376164367559937848255228710852513813866271424788631806865755397009784869889098409305621233629179223487057705085181395922044017178725915759540196599369445218243046701634705103846918757794582653973993074257941102093890509022300676389457701319649735556939759740048284529217916397624645152465122799112798204343502683520935140400851463148199218800822460689012873506676256901804687026662733994995479201638334532030251474799300832025650801030777300415276575758928196648464186358099858371064989411408702131717213643937670726971750160041729901197784847553624413231183912351517865587922305598667536118111274984982569746693843019121308618786182627939511461573693766445912775569649095649372337627412719561371896150466912940716464388157536465600271555536796560599474160801852029369813230903245257572830331535702529636928610618874374155333725220609786285984987458489103419730092271317814449944507552545420974866695331411647263437173386287779184154109388528710241661194930908177015854289867262426817668004399694686314891852042413136252433842674481541789057698476249094905779323521090173832088626920967708788942705749675748669506377782050656069298465504424972705085621004515803119891386193987493801382215367019396586992862315943987226934777183084275969530345192261973125922210368709286878635297168290789536507241322467932183149671372299222748533115701427435889875975062926439570968768409573145894525670894793383729763814862852570996646385825905968175410177540683892095712722179291480671618163872062738411205563702444220798070015616739207036118086078414
7,-49835077080996483895198966391691009191383877290770768839384848349823934404379151404345862724859513310772353330920464384693430460727472718855851932543195606897440793827423230846514903569534795701665240845458252534974807863906596897243436543051017729855854098154346540802979232230594167391027180602938391858854010781176744925743486335923882178320000000404835865003933456755320196730675630487809114527375991494570519399560317639060659130530958728261119603194099948110191954727511049927813171332016851833478459890455361182551765813094777834405037550936702774278726910507342677523739564865209754574089477203929287168783286791233974555246538544208617987925547742610105139837978633089087737095796226956920295549916685679328033218477925707434262391457038632192004077591776559460576609643292744133978543320297055908560506233230404430411230973100386251076220750727445275804750460544813103404837980413112347747199224188370021581429887273722879019574933747916683859004602621360580502317024263099292204804614360358746651593998954093188613661488464295159368593777023120756458062644194344834132955164070504825714470276184650990004734377838017862651396086400126925062751836142266215389882991180932639062885347268642864921625160892263660085935942637795204078891442193938482198236870405207703690677842209217561811519325733777864532604853653293163547723554969651958299534313263023000188375027474543691314494666669764670174848403769576430067315757370521394384763197629406564295761192314116056359699232594019056704794193333400699551624029072879924534593567728819607517258342318251080276774989266295086198306919259379248783909747461113252888490250788790364189237777739821158635345636135866209225188675397261887349302162384646908359848477119595081545480511075821362311011058168562270049766263638392610339466247452532383187321521646029860111329236751927064739331835438423951402340542654004980468226675048766922063829855895060318464945496676120869965676612828050802330067036967530199149240747651881705719067928336977230590084894019678155335992410898628291178449714934064149081442014301564847907968742047187686234575127538356430215407664490158000721013576257076888150122964104561271076214733746375400158941963362394950289969025736293147991025645928280080627594964733369880383193285728604966665265844528487450343721605492657703827491048040075532374177530456827416099051764478150404631220825455094148926038058282720975166754297301787691111395808486474893040668972334727083431908635942383785813725622599276208007651394024970608066621932286893488247030703859820604657785550809475324730966148857602868371322079916067514466025586437391249013157777177673951101242761676206251506053351797112475020126104063715009300080598950112377101100808922645398552222435238884081866106538731542388080575800843983609996015296028208271803196514365567240207591830481204112535865578241062536628529202463054814826293128989668408513134390780926759046066731239671802889751073030124308008742671617679328466160044803830832488117443672632312618206126553221198765325715448820438378372659952769723864605927995512459686846055891585743685574882091608256469776200130481475448780015646609628344689868600579008630413351658786496351019750238620704344051891446207140345268655247674009468039136676020717596206636487982595029969986819379091426244988400399911742306578859934923467182466591621745005421858649733007510767937545091304207057223381560602826027975314822858710027090774907498952136824850734202103779570858479750483329795915647266513396163799353584007166412548887212292106420224320327465366438065986938416018655356790910142025325790545160559429318688312628555913833016221736810107378133022306991203905563291538717779163761839613008644502176839436008392932256447527728433320142614311470907643228651043654038491031386670337342154186499785433986609560537351173627029380720460512458639418197267622764819768331727003606689778304312125301515846563627035415634302677490990827315473554787051844352119042169172354168081006592503434142427625495580366696267221171407553261828839965791446528788645588685488585189182930852697483134077447945404309044892486642529542228321749834266053846126523213184535442395999424246002752383569319486565256756282008857232443298944498863273374552666361319174561805653024175591804122844493538928414445553399586467726060942432438489788894778900703087904839107780870294361051216139990580328781077526776624815840688606033585680545645763870314450312797655300800036738212312639039804233212417705296122781863279071973888036543981206251931155170820489859145141987857704320710062401600974552522961946736635278761442410520458659549017367887639852099697381713908701285710961449039364569896069825122676773568046515013937010396624776518750355311807558943551084284669269802105881840881531920875689525949522479201614702979066509955941943404408901165699727174255140164605512313088295728860555409606395244919296800999967162881490390541177423381166140097811131847764588472843077077707475191380856541468216414822602004969930278679035171958523346921936077112383754311932166988501573480613046923376501477405245537623185159125216837079771978252293595008305999443874
8,-754652561573176126188378274368425928758542669951884573089673767218371403825219285078137732082615575662694121528265310963359687445496764682500133459372735202504619056154151545810627845540315002217879420495834074349297900203634021264257017282952350137564250892322805978270740360497108467893218341510918398762472535128465710769743884527059476698069352472610937852511769930353400056449980453386651973646859188553487468254960429607436972806992467038271474098511839064232941981762527693365200475595342065597924787547435295711789033020576158421766121735308043706158888838810496548360090664128228815463291243602096288869551279935252044510062421608538403603000700661957593143319483094938206858364616930865648041903197989273083370231835091604959819382714084063986707248267806966416484667361531284559184318651275407398307199034534281941362780127419754197722389134098468660647322829268379501379239419575471343040530314124615415480727090654563269122329758274689442019944564168536149384756384059327380746570905014755419234589526892616400113900477354674661273414220669703298056233843311551112233132885223002238086495250285475140672170270102375076008190199780457795999839387239645040457291545565910622335075895872970406619724913806531745605025282996810047254617599492489665825609046609916078644917101502294890262703014041777511347952906463164497874753067275772981179785582931119009995705795772520780648086128745752823184360139957039741265662587416290889348878703932745840727852844178686141739402525795240979563173039847320259227353865112012719129752659886428272577727874908208100666389805763365890362366105009018349036961578128881248292462649581946569842506117209045374097979090368953097212921065932795376359930738168038434003102433167165117875012692118305910885334281050323182992951566375668478788915217902586690762878779388337673897574248415970206416240948876456549142733347051684679751597948991754381900199829916874678112429660886981703375403612903253408412247047097513360078050012380006432659302220990759128958913328113640365725382769897461289347953637839911451855782560299232907909789920925264523658656007068806495486554463873074567313870043250725980486243453060081026709322476130112254588198575110310081016255533672953429028027697887337211529790206031302402703686604663486021413262399893109010710442570992703842820069176638290200953203785099446957272900183605870912107928546251627362608563969475753270240386328929903958065769209459386368227182846541112155206265894565678999692159250635871558589540924801584320787467138356155763669536321211551750645125923647930997777123668546473837772241484468048578005768888494717077544550801968738019169823401188636088824803057240848739288153905981835311605031433488877304800023380920774168345074095453336400872477672247324776486239376948648374260720515585024755231728213069082367193283962251347905819497602137074802225390840556704960308937662006909364303096333325706294765577856620859550434748143032017358812171133543330370570147270112268473233858650826702068822871758781459675411597050636196358561838376059346835659944006780027624862477968919129121574095976171357390835018631459026844412258502988714046678246442211411374809265087028613510663948183111324413504513229769125366097296548430349788530192498209193602206771880671610412491621633067927147343827253078275719151351030972630615581221745499441418956316121971619504794857618178102264640867304118294220757105897125173369739389203174825777707239311467638226750435746266373929446816629276821309027122990226250850644949489805799613846500696337125655362531751381186723640128255275429559104279299971808425649721392841364886578124436958552881669062307538309787842312103465258398006232634840683608030930375866971010476565219694581569563800182266008477032582144901524810263528652827256715860782848856991539602548499892698380452413671907709670389598014695682413252747993165350064439265795775570592813058364531707081456384404652811704932392551655047179425223975877194441165738421862741254131039511111453290578328937312724618896726315957775059214803910225474389102950265007855926495875992328301716120012572038909594754441637243845653833663646028865942876438377549012871964707856067407370073465740037244423139369628388033556055954971276325155741069006002995479427429039849644456400256362069144161505840614289892008812683704996039426740171284376216006960920744594973323731994189129220704487271480683631386078769602821551157100984173402647887814890056261167352735224257624390260387993651942737679324219105332982221848115056772394455366046432896111470533837827189662575216574429669200417396162516343192766785906835810644384863491127733398577110371558097293137280381300784993747515174230898808653843647085816353275479400527286660727515481287841308642796590593500617082592713014294634507363649242920081817542360001610209454163479776338357162040972373027688394838754953538231281068428895563477635877899828656952915119234198457168764886231934167656819426491588407986487678482899854790148493002134583226233892108869853691463584800745323566303753729871000948683140655392079694835106741452203849591192879745702817962241961492459441610541136275722761573119304672621397663253794137188754042565676386339047282524181845504483718317418364685749190564331319485905445129066701795580509057630623441027557001058459227008973255898190437339501765438577814299630651312514898481476785605194051654984039242563955004066299141239017725659596463524757025662014334295568416732852673642195514804350998101262336834527662343578055308454666590738110697641036396086729097641952170933863297890361346894387188353957177056575016552998211817313394798072422593203465704544988390995397919520548140966355874447646690012352987303940931682344576005365285572673162783117041388074567542955608968683148039387429681971624163999422973414277667124720040121434372728208639032603142384730750527049139859623106028211891190891121107346008241270475573164019995426768984152903243227601902711396400438119624616424750476194387771968411785474416161571330486986649629041223524240066940950706590711101540486098910148155038529208253611957090622553379552601148102961653895097361314389203592341968532076477021444198868655538590957955176681615712942942162194846568276781102840611000238485398683441457880831855224106304769475230972418574835310334319287884488716587154168043500576385712143417823424054218490083409927229539674121960068015325955739355009182622895692850909849022587813693540037915552428988933359846854790678362725593691019136561638377061436758691128317416314731268893611579023094938006138530998870311564461276134453647005902559955584269962564365827684365848501567382493665698085897121788750125539850946764115726891234852356442235419345982364209274416584400003327554663564533336344600482371223325971138248927573724256441083183200498710377045273578239295496192315953099212981796027561752325225146839399781185338432553644193787163147358461732403560151551650472929817519042935613684868934351266827062760931766929706536568939232617292765599358971162346489009384698485693271814569610297277382734960062461271949868301695282054670473431478305789766111042669459655997928363231834271283275090137582506816248461356418199945726101872559490506682233072507897779447875225207346964016025804306886973175216972132399524099775010308023831042983234987026750948233713741372225204397178832523912520954277402761462743983540048908486388619938472171749369230898965922327016167862169802074453364629959907709658228786919762020387619737958888842216741197504134880711863494120456949479881167018807568205700834653820494420975290121490128757962465500244392274269290752122124521803564189420433056291763999975348701660923910936935756456906744261181522975480554139165069730029521523002714370408147472015026287440835257450369174955694621095805039140076002397671207443408171268372902879272027335570885032045571976810457054945723168000155390546296584035529337420259374326644064965748774393493024615552222220595953827144837011344507532693367409407979705653269554341516929450847969210570765515919672637939647248040221971080062774721297051891473893778849984380190883418381392990672087600942112915984027416797724225539424152515775609715051853132645193221492124330572662092780089051973665091361903471222605686459853966990463943973693003173720162412355316183387519311461652169117980104912416187684056625381047422133354045037803049801767034970720909844751254135836959609943573684133151469476339708114529458974995571280753189104764059594140742203870873124799384557738769400920271948595703519354826823948038001391288273848821595103932412212999580668115789002930467470540140999802459080720212631983091969367172204085844578535229758867156408274717576588663861346591964814974210012396927337344064285443369796391523358806415221996807222700588486897758750566432411465722216398292103248216779178762635403086377334260704116304131205679974438025134464317352572153911834716274443550557144844755633001994690762896601419580585053448665259915970054366799809479813550299680836334371033123549464793648820243534993896830938286423408726010811446276059452597800112922910891462703955245079830852805855224711642624525068624751500005619223188703628305981588916366704567003328143618658808709175236604649974373718695522196988505599384818120961706468232254862399866143739587438605698789731245674976965630601546924653036068768652854018465317057884388705433228517798867064916273970032636299894056595804894636315568427508473878573496579611485924199369797943432830683764151131375965398208504154689511644135798857652648899703966042824669218242773559758375596683355476095140362433092407406506222730124532779671888163471115059034000780046205008821214194737240712952778388225425228890426508438826660344875073393104857284879868117708596168566411805440111711538860947975679524172708214444039668125966261807421067937938782437545533445360796779069806592443899825773725056582284199741642676418872361531314338300422702626694976636869036068455296406648830026767732169284716519153311733552341719054307788680447459211658591431496395527180094541450683411883653865281497406308495702352488660430268101456862151910584168089305755234500661904370644623353200873432730574383121048897635062425227540271244465984611922734722115621751319375309813199712500399856038786006645046902383526399999837115725541589478816565790317644393182192930100526070990822398309957023970134481244569034798395677258010444393443981271807524560870115446154248728240369932102405853968881509096184627418423781495301941987738180275703435216625769850183018801371370282974870571550089021664752713571954174955810310289892878896116670458972413892265638577216627594366188319354930246376751543499741642842467768250926897431699610323855759449398048102511406031415962437219799253864013764533358650587437378388327104294907498731037888530708876672516117438142654448315014094531423129904222756625904681815993925228671217368244697437402438686962709780129831764128056113921555109030843487915751157990198343953514873138410847300456422890821754525046436089504196770552477179158112474435278092664512984783054403947594488510313785069861203637125122325497445640920995772463768816944345355476197880295285160702997927791835955384814944017135647176682378493875088051717434028354263453653028831942417542860130793349416249620224190075866243322667897738774905272764806939178781990807592597974369960003265291300333525899056737675615452821156203819289329112696787580425974127519649152234722859229666428822201501614560983074897624994666193096704968996880950130988484447129869998955933582037349232284249983961936797461392903916902475921646430478572153026303542692270310825005571213724801091488883189452909487211317351633855100214883902303452344843579124605501228188269555479745553063818660095269016842562904053827503445784703833201443802898131022134128461962978148800851072280576667278991687339355680882040233888637951081374511345885615593636515615985681040547842855262559471901048331182153271289573686499248749673221868879607449112256442589143956503642612681435148809875265886665522389982492838249468751246763270181575838985502219807513510165980112705216336564743516437002322788880561633659921457581806871671192948180406048186761649436612690464897726716268816667574449247902812214299618244121615784777160181624347844603991650679631957574757953727133179577991266259548008715675762212025386288284801242198888906404786360098006326923757172223242307086262651351497137651133930576998365647506860943801834629405269529372682285887350884913400832406090104105600900150789362269967537984978665797334215300414651549936260639278438124728297828024777899507689190091030610510516500498329718885242192982985421487643344005934967565080854871593204033309234234703551858042323353113904494462514287319171987010382137365150129597253791012827937005015414877702183862677633824881790563557302830373590041631950706474321455027141211586609723768404827110354314550812386504685396460460251973609547808451169881381809310667237015532945948652383066664074319723539074261913062059074483550295351348034317820068333971965639026161430148271109011938103041138040552837842576553017047174069350477913499143019215186243297013002808316468733516043968354680375063806173341410112992021055564106696233530379077933863791244790751557866510266531195398260152575238958230168872174626774909804360883122797865677059562877043923642891560403962288606428422370061489458435202633738217982816647866004045912782567385398326426488625865875768308988289739654352408893019334889574022511867873530661084127226447243289248705599290712792753296569457027017441779231637413848857095443390951959714823842505439756505098663921593599380584773755543698956894852507650758867259818872949073362809477664789706702417985148161007468049815294266009841802789016782935268217813257674495448611589851309383619265330415878338558040931871727323461154962097608580453190023366797179129604992277720474338227088517532320832102725025863398154672012393906913086424698967814858146317024341951421653311068948046421650446400916678148116055121614536447374903473382537131317349337981215083749402065093975481953281585605647813714045703619667884387209323882414358953112097995846703463167991626673060084364797358288110970963525737248391646996174771689690700110520106963407262782212338581350110291322673441252885735179248836457846564938772967235275518228682418583521366916038488284240071376930162054417557923707767761997562782982295194526750121024911020148252855823656111570994174787585114680993587212779232728393212559489409150719212250654681637533467670655125074652888767685652236123848706001044497823686544315242652372666873246869232088864685522569084798479151254367994637147508931963992222275841467124695389922779000772659118758064014094066620095813343928076588419016839428189924061567054631550526626417897376937771757286196923700679289339369669247064705756076141509276742647287214294925862048471292635526387803970621964490812192838004635706664337870274803586390936251969561148041474012174414728605225254494757378013918199638061887290627810458722530057201927296787826468778340588020082179672403222459968906635489048727036366354732132660488368720117453314336094823941638674639568539788145273329430749713579062571306467382333538535552265644891237168250105040042165909475004702860976418940139619242386338849767958261786070900243721033634494407564452900183127177532633785244473688295736056612753794161316419016061750922356410114122811114134
