step,microtick,upsilon_num,upsilon_den,beta_num,beta_den,koppa_num,koppa_den,rho_triggered,rho_prime,imbalance_active,upsilon_beta_ratio,convergence_error,phase_limit,structural_deviation,emission_count,psi_transformed,microtick_phase
20,7,1,1,1,1,32610,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
20,8,1,1,1,1,32753,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
20,9,1,1,1,1,32896,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
20,10,1,1,1,1,33039,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
20,11,1,1,1,1,33182,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
21,1,1,1,1,1,33325,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
21,2,1,1,1,1,33468,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
21,3,1,1,1,1,33611,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
21,4,1,1,1,1,33754,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
21,5,1,1,1,1,33897,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
21,6,1,1,1,1,34040,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
21,7,1,1,1,1,34183,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
21,8,1,1,1,1,34326,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
21,9,1,1,1,1,34469,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
21,10,1,1,1,1,34612,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
21,11,1,1,1,1,34755,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
22,1,1,1,1,1,34898,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
22,2,1,1,1,1,35041,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
22,3,1,1,1,1,35184,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
22,4,1,1,1,1,35327,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
22,5,1,1,1,1,35470,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
22,6,1,1,1,1,35613,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
22,7,1,1,1,1,35756,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
22,8,1,1,1,1,35899,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
22,9,1,1,1,1,36042,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
22,10,1,1,1,1,36185,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
22,11,1,1,1,1,36328,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
23,1,1,1,1,1,36471,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
23,2,1,1,1,1,36614,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
23,3,1,1,1,1,36757,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
23,4,1,1,1,1,36900,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
23,5,1,1,1,1,37043,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
23,6,1,1,1,1,37186,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
23,7,1,1,1,1,37329,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
23,8,1,1,1,1,37472,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
23,9,1,1,1,1,37615,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
23,10,1,1,1,1,37758,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
23,11,1,1,1,1,37901,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
24,1,1,1,1,1,38044,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
24,2,1,1,1,1,38187,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
24,3,1,1,1,1,38330,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
24,4,1,1,1,1,38473,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
24,5,1,1,1,1,38616,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
24,6,1,1,1,1,38759,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
24,7,1,1,1,1,38902,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
24,8,1,1,1,1,39045,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
24,9,1,1,1,1,39188,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
24,10,1,1,1,1,39331,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
24,11,1,1,1,1,39474,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
25,1,1,1,1,1,39617,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
25,2,1,1,1,1,39760,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
25,3,1,1,1,1,39903,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
25,4,1,1,1,1,40046,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
25,5,1,1,1,1,40189,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
25,6,1,1,1,1,40332,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
25,7,1,1,1,1,40475,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
25,8,1,1,1,1,40618,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
25,9,1,1,1,1,40761,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
25,10,1,1,1,1,40904,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
25,11,1,1,1,1,41047,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
26,1,1,1,1,1,41190,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
26,2,1,1,1,1,41333,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
26,3,1,1,1,1,41476,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
26,4,1,1,1,1,41619,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
26,5,1,1,1,1,41762,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
26,6,1,1,1,1,41905,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
26,7,1,1,1,1,42048,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
26,8,1,1,1,1,42191,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
26,9,1,1,1,1,42334,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
26,10,1,1,1,1,42477,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
26,11,1,1,1,1,42620,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
27,1,1,1,1,1,42763,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
27,2,1,1,1,1,42906,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
27,3,1,1,1,1,43049,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
27,4,1,1,1,1,43192,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
27,5,1,1,1,1,43335,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
27,6,1,1,1,1,43478,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
27,7,1,1,1,1,43621,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
27,8,1,1,1,1,43764,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
27,9,1,1,1,1,43907,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
27,10,1,1,1,1,44050,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
27,11,1,1,1,1,44193,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
28,1,1,1,1,1,44336,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
28,2,1,1,1,1,44479,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
28,3,1,1,1,1,44622,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
28,4,1,1,1,1,44765,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
28,5,1,1,1,1,44908,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
28,6,1,1,1,1,45051,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
28,7,1,1,1,1,45194,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
28,8,1,1,1,1,45337,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
28,9,1,1,1,1,45480,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
28,10,1,1,1,1,45623,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
28,11,1,1,1,1,45766,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
29,1,1,1,1,1,45909,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
29,2,1,1,1,1,46052,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
29,3,1,1,1,1,46195,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
29,4,1,1,1,1,46338,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
29,5,1,1,1,1,46481,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
29,6,1,1,1,1,46624,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
29,7,1,1,1,1,46767,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
29,8,1,1,1,1,46910,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
29,9,1,1,1,1,47053,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
29,10,1,1,1,1,47196,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
29,11,1,1,1,1,47339,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
30,1,1,1,1,1,47482,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
30,2,1,1,1,1,47625,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
30,3,1,1,1,1,47768,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
30,4,1,1,1,1,47911,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
30,5,1,1,1,1,48054,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
30,6,1,1,1,1,48197,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
30,7,1,1,1,1,48340,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
30,8,1,1,1,1,48483,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
30,9,1,1,1,1,48626,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
30,10,1,1,1,1,48769,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
30,11,1,1,1,1,48912,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
31,1,1,1,1,1,49055,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
31,2,1,1,1,1,49198,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
31,3,1,1,1,1,49341,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
31,4,1,1,1,1,49484,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
31,5,1,1,1,1,49627,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
31,6,1,1,1,1,49770,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
31,7,1,1,1,1,49913,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
31,8,1,1,1,1,50056,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
31,9,1,1,1,1,50199,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
31,10,1,1,1,1,50342,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
31,11,1,1,1,1,50485,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
32,1,1,1,1,1,50628,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
32,2,1,1,1,1,50771,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
32,3,1,1,1,1,50914,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
32,4,1,1,1,1,51057,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
32,5,1,1,1,1,51200,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
32,6,1,1,1,1,51343,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
32,7,1,1,1,1,51486,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
32,8,1,1,1,1,51629,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
32,9,1,1,1,1,51772,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
32,10,1,1,1,1,51915,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
32,11,1,1,1,1,52058,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
33,1,1,1,1,1,52201,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
33,2,1,1,1,1,52344,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
33,3,1,1,1,1,52487,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
33,4,1,1,1,1,52630,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
33,5,1,1,1,1,52773,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
33,6,1,1,1,1,52916,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
33,7,1,1,1,1,53059,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
33,8,1,1,1,1,53202,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
33,9,1,1,1,1,53345,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
33,10,1,1,1,1,53488,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
33,11,1,1,1,1,53631,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
34,1,1,1,1,1,53774,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
34,2,1,1,1,1,53917,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
34,3,1,1,1,1,54060,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
34,4,1,1,1,1,54203,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
34,5,1,1,1,1,54346,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
34,6,1,1,1,1,54489,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
34,7,1,1,1,1,54632,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
34,8,1,1,1,1,54775,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
34,9,1,1,1,1,54918,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
34,10,1,1,1,1,55061,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
34,11,1,1,1,1,55204,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
35,1,1,1,1,1,55347,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
35,2,1,1,1,1,55490,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
35,3,1,1,1,1,55633,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
35,4,1,1,1,1,55776,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
35,5,1,1,1,1,55919,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
35,6,1,1,1,1,56062,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
35,7,1,1,1,1,56205,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
35,8,1,1,1,1,56348,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
35,9,1,1,1,1,56491,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
35,10,1,1,1,1,56634,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
35,11,1,1,1,1,56777,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
36,1,1,1,1,1,56920,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
36,2,1,1,1,1,57063,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
36,3,1,1,1,1,57206,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
36,4,1,1,1,1,57349,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
36,5,1,1,1,1,57492,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
36,6,1,1,1,1,57635,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
36,7,1,1,1,1,57778,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
36,8,1,1,1,1,57921,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
36,9,1,1,1,1,58064,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
36,10,1,1,1,1,58207,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
36,11,1,1,1,1,58350,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
37,1,1,1,1,1,58493,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
37,2,1,1,1,1,58636,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
37,3,1,1,1,1,58779,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
37,4,1,1,1,1,58922,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
37,5,1,1,1,1,59065,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
37,6,1,1,1,1,59208,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
37,7,1,1,1,1,59351,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
37,8,1,1,1,1,59494,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
37,9,1,1,1,1,59637,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
37,10,1,1,1,1,59780,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
37,11,1,1,1,1,59923,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
38,1,1,1,1,1,60066,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
38,2,1,1,1,1,60209,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
38,3,1,1,1,1,60352,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
38,4,1,1,1,1,60495,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
38,5,1,1,1,1,60638,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
38,6,1,1,1,1,60781,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
38,7,1,1,1,1,60924,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
38,8,1,1,1,1,61067,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
38,9,1,1,1,1,61210,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
38,10,1,1,1,1,61353,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
38,11,1,1,1,1,61496,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
39,1,1,1,1,1,61639,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
39,2,1,1,1,1,61782,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
39,3,1,1,1,1,61925,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
39,4,1,1,1,1,62068,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
39,5,1,1,1,1,62211,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
39,6,1,1,1,1,62354,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
39,7,1,1,1,1,62497,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
39,8,1,1,1,1,62640,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
39,9,1,1,1,1,62783,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
39,10,1,1,1,1,62926,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
39,11,1,1,1,1,63069,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
40,1,1,1,1,1,63212,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
40,2,1,1,1,1,63355,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
40,3,1,1,1,1,63498,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
40,4,1,1,1,1,63641,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
40,5,1,1,1,1,63784,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
40,6,1,1,1,1,63927,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
40,7,1,1,1,1,64070,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
40,8,1,1,1,1,64213,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
40,9,1,1,1,1,64356,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
40,10,1,1,1,1,64499,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,10
40,11,1,1,1,1,64642,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,11
41,1,1,1,1,1,64785,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,1
41,2,1,1,1,1,64928,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,2
41,3,1,1,1,1,65071,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,3
41,4,1,1,1,1,65214,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,4
41,5,1,1,1,1,65357,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,5
41,6,1,1,1,1,65500,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,6
41,7,1,1,1,1,65643,143,False,0,False,1.0,0.41421356237309515,2.414213562373095,1.414213562373095,10,False,7
41,8,1,1,1,1,65786,143,False,0,False,1.0,0.41421356237309515,1.4142135623730951,0.41421356237309515,10,False,8
41,9,1,1,1,1,65929,143,False,0,False,1.0,0.41421356237309515,0.7071067811865475,0.29289321881345254,10,False,9
